id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
34144991,#AH14 Maroon studio,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98825,23.74285,Entire home/apt,56,5,2,2022-04-10,0.05,20,279,0,00002388414
34145216,#AH12 Ivory studio,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98816,23.74336,Entire home/apt,59,5,3,2024-09-17,0.07,20,360,1,00002697279
34172591,Olympic Mets Apartment,154540581,Marina Gatsa,,ΣΤΑΔΙΟ,37.96595,23.7413,Entire home/apt,79,2,13,2024-12-17,0.34,1,219,9,00000689199
34193640,Green Paradise 2,91702578,Χρήστος,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99477,23.72684,Private room,18,1,105,2024-10-04,1.53,12,78,25,00002834074
34229699,"Jasmin Home,20min walk to Akropolis,100m to metro!",258409193,Dina,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98588,23.72352,Entire home/apt,65,2,79,2024-10-21,1.15,1,85,9,00000663997
34249880,Αnna's Home 2 .Holidays in beautiful Athens,156675755,Anna,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00921,23.72895,Entire home/apt,75,1,0,,,2,365,0,00000980247
34268100,Κεντρικο καθαρο  προσφατα ανακαινισμενο διαμερισμα,258728805,Aikaterini,,ΠΑΓΚΡΑΤΙ,37.97152,23.74282,Entire home/apt,54,2,98,2024-12-07,1.44,1,160,39,00000665564
34271242,"belucky Apartments - Pico  
Lycabettus hill",258392671,Vassilis,,ΛΥΚΑΒΗΤΤΟΣ,37.98602,23.7518,Entire home/apt,63,1,19,2024-10-27,0.28,2,91,2,00001177674
34299065,Athenian Yard Suites 40 Sq.m with balcony,207723374,Dimitrios,,ΠΕΤΡΑΛΩΝΑ,37.97253,23.71356,Hotel room,120,1,1,2019-06-20,0.01,4,258,0,
34301077,NEW/CosmosDome. Modern apt in the heart of Athens!,257558130,Stella,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97483,23.73337,Entire home/apt,111,1,14,2023-10-25,0.21,2,359,0,00002779777
34301844,K - Studio,220191133,Julia,,ΚΟΛΩΝΑΚΙ,37.97691,23.74046,Entire home/apt,95,2,39,2024-10-30,0.57,1,53,1,00000672695
34304207,Museum View Luxurious Apartment to Explore Athens,258977572,Ioanna,,ΠΑΓΚΡΑΤΙ,37.97015,23.74245,Entire home/apt,170,5,16,2024-11-03,0.23,1,363,3,00000631444
34323670,Amazing Bright 2 BR Flat in Central Athens,12977263,Barbara,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98896,23.73558,Entire home/apt,110,5,45,2024-12-08,1.58,1,294,18,00001794702
34325065,Athenian Yard Suites 45 m2 with balcony,207723374,Dimitrios,,ΘΗΣΕΙΟ,37.97532,23.71535,Hotel room,140,1,1,2019-09-10,0.02,4,273,0,
34325382,Athenian Yard Suites 20 m2,207723374,Dimitrios,,ΑΚΡΟΠΟΛΗ,37.97376,23.71716,Hotel room,80,1,1,2019-07-17,0.02,4,175,0,
34327334,belucky Apartments - Fio Lycabettus Hill,258392671,Vassilis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9869,23.75234,Entire home/apt,73,1,8,2022-07-07,0.12,2,141,0,00001177680
34329689,Absolute Athens I,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506,Entire home/apt,194,1,1,2022-01-16,0.03,12,314,0,1040237
34330892,Absolute Athens II,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96327,23.7217,Entire home/apt,137,1,0,,,12,196,0,1040235
34331081,Absolute Athens III,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96375,23.722,Entire home/apt,144,1,0,,,12,295,0,1056715
34331083,NEW:Acropolis View Rooftop Apartment Athens,98606480,Vassilios,,ΣΤΑΔΙΟ,37.96657,23.73642,Entire home/apt,136,2,102,2024-10-23,1.52,1,123,29,00000699935
34331299,Absolute Athens IV,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506,Entire home/apt,185,1,7,2024-03-30,0.20,12,252,1,1084837
34331701,Absolute Athens V,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506,Entire home/apt,137,1,0,,,12,169,0,1088420
34331863,Absolute Athens VI,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506,Entire home/apt,,1,1,2022-01-17,0.03,12,344,0,1283031
34332052,Absolute Athens VII,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506,Entire home/apt,174,1,1,2022-01-17,0.03,12,315,0,1283031
34332172,Absolute Athens VIII,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506,Entire home/apt,137,1,1,2023-01-05,0.04,12,1,0,1283031
34338034,Chriss apartment 2,164588654,Chriss,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9914,23.76407,Entire home/apt,80,2,19,2024-10-31,0.28,2,358,8,Exempt
34346348,No10-2 Theo Homeybee Exarcheia,63903716,Theo,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98870086669922,23.729312896728516,Private room,23,2,10,2024-01-24,0.15,61,144,1,00002987108
34352357,My Athens Place - Santorini Suite,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97686,23.72811,Entire home/apt,145,2,2,2023-09-16,0.06,17,329,0,00002906340
34361321,Ble Elia Acropolis 2bdr Suite,134912750,Αργυρώ,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96514,23.72458,Entire home/apt,71,2,181,2024-12-08,2.64,7,357,50,00000643642
34361887,Cozy & spacious 2 BDR Apt 15’ from the city center,259417618,Polivios,,ΑΝΩ ΚΥΨΕΛΗ,38.00503,23.73765,Entire home/apt,42,1,96,2024-11-27,1.40,1,351,21,00000690182
34380130,Temple of Hephaestus,15316457,Charikleia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97582,23.72727,Private room,370,2,1,2019-05-20,0.01,5,164,0,00000551433
34383756,Cozy apartment downtown in Syntagma,259575633,Γιωργος,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9779,23.73117,Entire home/apt,58,1,175,2024-11-11,2.59,1,20,67,00001208072
34384791,Live Your Myth Under The Acropolis@Plaka,254286558,Panos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97516,23.72541,Entire home/apt,667,2,227,2024-12-02,3.36,2,291,52,00002974459
34409906,"Oh, so close to Acropolis! a classical apartment",60972380,Elenie,,ΑΚΡΟΠΟΛΗ,37.96577,23.72184,Entire home/apt,90,1,71,2024-12-13,1.04,1,287,40,00002276632
34410885,Athens historical center OFFER,19944004,Dimitris,,ΣΤΑΔΙΟ,37.96916,23.741,Entire home/apt,65,2,10,2019-11-11,0.15,1,343,0,00000284104
34413240,Large stylish room in gorgeous Plaka apartment,22095220,Katerina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9738,23.72947,Private room,69,3,50,2024-11-02,0.73,1,365,17,00002292425
34416268,Petite paradise in the heart of Athens,41365463,Yannis,,ΠΑΓΚΡΑΤΙ,37.967803955078125,23.753293991088867,Entire home/apt,45,3,59,2024-10-29,0.86,2,204,13,00000654574
34436459,★ Acropolis Outlook -Huge balcony & stunning view★,23488584,Nicolas,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97644,23.7233,Entire home/apt,240,2,235,2024-11-18,3.48,1,338,44,00001802564
34436843,Minimal Studio & Mezzanine. Elegant. ANO Petralona,3635281,Nadia,,ΠΕΤΡΑΛΩΝΑ,37.96882,23.70963,Entire home/apt,55,61,17,2024-09-20,0.25,6,364,1,00000113375
34466597,Mosaics central aprtm with Acropolis View !,25178462,Dimitris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97477,23.73176,Entire home/apt,77,2,113,2024-09-20,1.66,14,365,18,00001219323
34469138,Unique Apartment_designed for exceptional guests.,155728836,Evi,,ΑΝΩ ΚΥΨΕΛΗ,38.00484,23.74776,Entire home/apt,40,2,0,,,1,82,0,00000663341
34469805,Fenia's apartment,260193233,Fotini,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98747,23.72177,Entire home/apt,80,3,102,2024-10-27,1.50,1,330,18,00000651879
34482581,⭐️Victoria 5star⭐️ 5BR BigApt⭐️Sauna⭐️2min metro⭐️,134285982,Marcos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99374,23.73047,Entire home/apt,292,2,158,2024-11-18,2.32,1,325,32,00000607342
34487036,"Historic Center of Athens, Top-floor flat, 70 sqm!",260152340,Kostas,,ΚΕΡΑΜΕΙΚΟΣ,37.98156,23.71773,Entire home/apt,47,3,35,2023-10-24,0.51,1,361,0,00000657950
34510107,Stylish flat with veranda in the heart of athens,48245392,Alexandra,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98734,23.7352,Entire home/apt,74,2,235,2024-12-04,3.47,2,232,57,00002913211
34528061,Acropolis Panoramic View Exclusive Apartment,107569996,Anny & Emilia,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.967503,23.72921,Entire home/apt,526,1,57,2024-11-16,0.87,12,321,5,0206E60000696401
34533573,Luxurious apartment with big balcony!BEST location,260606076,Nebih,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98385,23.73707,Entire home/apt,76,1,111,2024-12-01,1.64,1,357,18,00000648640
34534589,Sunny+Spacious 2bd apt close to the city center,260606822,Δωρα,,ΓΟΥΔΙ,37.985042572021484,23.764833450317383,Entire home/apt,120,3,315,2024-11-03,4.66,1,63,28,00000661060
34536252,Koukaki - Acropolis comfy with a balcony apt,129860581,Emmanouil,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96332,23.72263,Entire home/apt,34,2,184,2024-12-22,2.69,7,242,42,00001569492
34554457,My Athens Place - Lykavittos Suite,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97784,23.72855,Entire home/apt,145,2,2,2019-08-02,0.03,17,330,0,00002906415
34555804,Y apartment near center,54731847,Alexandra,,ΙΛΙΣΙΑ,37.97451,23.75198,Entire home/apt,31,2,49,2024-01-06,0.72,1,83,2,00001046079
34564312,My Athens Place - Kouros Suite,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97784,23.72855,Entire home/apt,102,2,3,2022-10-08,0.04,17,318,0,00002906382
34564785,An elegant apartment at the heart of Athens,260794131,Marika,,ΙΛΙΣΙΑ,37.97639,23.75419,Entire home/apt,52,2,101,2024-12-10,1.50,1,306,23,00000690648
34595954,Relax in this funky loft next to metro!,22227167,Alexandros,,ΙΛΙΣΙΑ,37.97799,23.75458,Entire home/apt,44,1,94,2024-11-10,1.38,11,155,10,00000818772
34597706,Tasteful space. Classically modern and cosy.,261022746,Michael,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.960392,23.736092,Entire home/apt,41,4,119,2024-11-30,1.75,1,155,17,00001545924
34599363,Kato Patisia Studio with balcony,104092044,Valentina,,ΠΑΤΗΣΙΑ,38.0129,23.73219,Entire home/apt,43,1,53,2024-11-17,0.84,1,353,20,00000875924
34599620,Beautiful city centre apartment,9570096,Anastasia,,ΚΥΨΕΛΗ,37.99912,23.73394,Entire home/apt,45,4,124,2024-12-18,1.84,1,356,26,00001092393
34601783,Vintage athenian apartment,15433294,Ιωάννης,,ΠΑΓΚΡΑΤΙ,37.96966,23.74952,Entire home/apt,50,3,39,2024-11-28,0.59,1,364,7,00000826025
34611549,Walk to the Acropolis romantic apartment,252146997,Miffy,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96332,23.72331,Entire home/apt,46,2,85,2024-12-04,1.24,1,354,45,00000658444
34618029,BLUE-GREEN apartment,94208484,Christina,,ΓΟΥΔΙ,37.98531,23.7624,Entire home/apt,80,1,60,2024-07-12,0.88,1,177,9,00000692328
34620632,Wide Comfy Studio Apt Centrally Located in Thissio,153592692,Liroy,,ΘΗΣΕΙΟ,37.97405,23.71412,Entire home/apt,51,1,127,2024-12-16,1.87,51,178,6,00003030089
34633044,Gaspar & Ziva Apartments: 2Apts on the same floor,245768124,Gaspar,,ΓΟΥΔΙ,37.98351,23.76326,Entire home/apt,80,2,4,2024-03-24,0.06,3,219,1,00000605593
34635072,Cozy & quiet apartment in down town Exarchia,185191545,Calypso,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98775,23.73434,Entire home/apt,47,3,100,2024-12-07,1.47,1,263,39,00000661832
34645268,Kallimarmaro-Mets:city center house with cozy yard,194308791,Magda,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96544,23.73975,Entire home/apt,67,3,115,2024-11-05,1.68,1,28,23,00000639137
34645780,Olive Tree Deluxe Apt under Acropolis,203723608,Pericles,,ΑΚΡΟΠΟΛΗ,37.963867,23.717999,Entire home/apt,44,2,514,2024-12-16,7.52,3,343,90,00002541507
34653864,Athens B- whole flat feel like in your  own space,5222732,Orchidea Monika,,ΚΥΨΕΛΗ,37.99844,23.73952,Entire home/apt,55,3,2,2019-09-20,0.03,3,286,0,00000480969
34661656,Athens Downtown Studios,74334773,Georgio,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97673,23.73192,Entire home/apt,110,3,16,2024-06-10,0.25,3,365,1,00000607230
34667052,Traveler's Dream 4 brdm Renovated Penthouse,748818,George,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96196,23.72498,Entire home/apt,186,1,117,2024-11-17,1.75,64,206,21,00002979341
34669693,Codex Domus | Penthouse Pool Apartment | Athens,261539713,Emmanouil,,ΓΚΥΖΗ,37.98991,23.74303,Entire home/apt,150,2,181,2024-10-06,2.66,1,70,21,00000669310
34676730,Κolonaki 8 | Comfort Suite Apartment in Αthens,261584299,Antria,,ΚΟΛΩΝΑΚΙ,37.97731,23.74028,Entire home/apt,201,1,3,2022-09-14,0.09,4,355,0,1103299
34681047,Κolonaki 8 | Superior Suite Apartment in Αthens,261584299,Antria,,ΚΟΛΩΝΑΚΙ,37.97665,23.73855,Entire home/apt,243,1,2,2023-06-28,0.06,4,353,0,1103299
34683125,Kolonaki 8 | Designer's Suite with Lykavitos view,261584299,Antria,,ΚΟΛΩΝΑΚΙ,37.97576,23.74039,Entire home/apt,318,1,0,,,4,339,0,1103299
34698625,Studio with private terrace and view of Acropolis!,260573310,Nada,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95627,23.72319,Entire home/apt,35,1,148,2024-11-23,2.19,1,331,30,00000692463
34705853,Acropolis Museum Apartment,97392374,Codeathena,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96795,23.72618,Entire home/apt,41,4,145,2024-11-30,2.13,6,314,36,00000694096
34711274,Country Style Apartment in the Heart of Athens,63242081,Angie,,ΠΑΤΗΣΙΑ,38.01569,23.73309,Entire home/apt,75,1,70,2024-09-01,1.04,8,284,2,00000155054
34712527,Private Boutique Building under Acropolis,75990171,Alexander,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96468,23.72165,Entire home/apt,353,2,95,2024-11-29,1.48,5,267,31,00001836945
34716374,Minimal Brand New Loft 50m from subway,175128952,Παναγιώτης,,ΓΚΑΖΙ,37.97833,23.7111,Entire home/apt,250,3,24,2024-09-01,0.36,1,291,2,00001577510
34718360,Sunny 2 bedroom apt next to Panathenaic Stadium,137765559,Youfan,,ΣΤΑΔΙΟ,37.9684,23.74304,Entire home/apt,55,2,65,2024-11-11,2.94,2,169,29,00001903563
34728535,My Athens Place -Estia Suite,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97784,23.72855,Entire home/apt,150,2,1,2019-05-30,0.01,17,333,0,0722820
34732780,Luxury room in shared apartment,187720552,Marianna,,ΝΙΡΒΑΝΑ,38.01422,23.72672,Private room,32,5,12,2022-11-13,0.18,44,361,0,00001299726
34733051,Luxury Room in Ambelokipoi,187720552,Marianna,,ΓΟΥΔΙ,37.98548,23.76186,Private room,34,5,17,2024-09-03,0.25,44,327,6,00002389750
34739591,Cozy Omonoia flat renovated 3' to 2 metro stations,242862109,Eleftherios,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98403,23.72283,Entire home/apt,25,2,116,2024-11-24,1.74,1,252,37,00001800581
34740985,Billy's House near Acropolis and Syngrou Fix metro,128994461,Basilis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96263,23.72887,Entire home/apt,100,1,117,2024-10-22,1.75,1,95,17,00000758187
34745951,Parthenorama,240747371,Maria,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98468,23.71761,Entire home/apt,75,2,114,2024-11-04,1.68,1,363,14,00000677569
34751602,Kolonaki 8 |Designer's  Suite with Filopappou view,261584299,Antria,,ΚΟΛΩΝΑΚΙ,37.97813,23.73832,Entire home/apt,350,1,1,2021-09-05,0.02,4,338,0,1103299
34767618,Renovated apartment close to ATHENS center,260572513,Wassim,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95881,23.73208,Entire home/apt,51,5,106,2024-11-18,1.59,1,29,16,00000658535
34773815,Mind-blowing petite studio in the heart of Athens!,251953365,Alexandros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97828,23.72469,Hotel room,39,1,225,2024-12-15,3.29,10,212,47,00001105266
34774505,Across Acropolis Museum chic design apartment!,262218534,Antonia,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9683837890625,23.72953224182129,Entire home/apt,150,1,168,2024-07-21,2.53,1,344,7,00003085777
34783971,Studio apartment in Ambelokipoi,187720552,Marianna,,ΓΟΥΔΙ,37.98601,23.76207,Entire home/apt,45,15,14,2023-08-31,0.21,44,173,0,00002389766
34803606,Kallimarmaro Stadium/ Cozy and artistic apartment,209048777,Maria,,ΣΤΑΔΙΟ,37.96541,23.74362,Entire home/apt,40,4,27,2024-09-23,0.40,1,78,4,00000682910
34837369,"Luxurious apartment Acropolis view, Ermou street",262629789,M&K Apartments,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97743,23.7261,Entire home/apt,216,2,170,2024-12-14,2.50,1,343,21,00001734939
34841122,"Stylish flat next to Acropolis, in Athens center",262664317,Irakleidwn,,ΘΗΣΕΙΟ,37.97562,23.71372,Entire home/apt,70,3,54,2024-10-31,0.79,1,180,5,00000783420
34845252,* A Place to Feel like home * Quiet and Secure,42342676,Petros,,ΑΝΩ ΠΑΤΗΣΙΑ,38.02183,23.7481,Entire home/apt,45,3,64,2024-12-09,1.09,1,305,13,00001868243
34850999,"Private room in Pangrati apartment (Room B, 392)",230510471,Orfeas,,ΠΑΓΚΡΑΤΙ,37.969063,23.745432,Private room,22,2,105,2024-12-14,1.62,2,53,37,00001572392
34851815,Share and care,101965202,Dorela,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99009,23.72577,Private room,30,2,36,2024-07-28,0.53,2,4,3,00001790317
34863336,City stay close to the National Museum and metro,40209245,Tonia,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98961,23.72799,Entire home/apt,59,1,100,2024-12-12,1.65,6,272,18,00002608523
34877482,"Acropolis View Luxury Apartment, 150m from Subway",191530509,Evelin,,ΚΕΡΑΜΕΙΚΟΣ,37.97894,23.72168,Entire home/apt,168,1,3,2022-11-27,0.08,7,336,0,00002834723
34888211,Charming Acropolis view modern design House 2BD,262980093,Athens Home,,ΚΕΡΑΜΕΙΚΟΣ,37.97946,23.7159,Entire home/apt,45,2,258,2024-12-01,3.80,10,177,33,00002459700
34918512,Stunning Acropolis view modern design house 2BD,262980093,Athens Home,,ΠΕΤΡΑΛΩΝΑ,37.97873,23.71653,Entire home/apt,42,2,253,2024-09-28,3.72,10,158,28,00002459715
34921861,Sweet and Central apt for 2 (fresh paint feb 2024),748818,George,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9644,23.72309,Entire home/apt,48,1,57,2024-11-16,0.84,64,306,2,00002398390
34934042,ATHENA'S ROOM/ new accommodation,11521610,Clio,,ΠΑΤΗΣΙΑ,38.01101,23.73467,Private room,25,1,21,2024-06-10,0.52,1,16,2,00000713361
34954638,Marveco Apartment,177716555,Maria,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96491,23.7298,Entire home/apt,,2,177,2024-10-26,2.62,4,141,23,00000682648
34957374,ΒEAUTIFUL PEOPLE SUITES Athens Acropolis view,263396405,Elena,,ΚΟΛΩΝΟΣ,37.987579,23.716011,Entire home/apt,276,1,211,2024-02-15,3.11,1,355,2,00000685456
34958003,Marveco Studio,177716555,Maria,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96491,23.7298,Entire home/apt,52,2,345,2024-12-15,5.10,4,159,74,00002984835
34962052,Charming 50m2 Apartment in the Center of Athens,63242081,Angie,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01637,23.73142,Entire home/apt,73,1,35,2024-02-12,0.52,8,287,1,00000206690
34963176,Modern  apartment at  Acropolis,169418515,Eleftheria,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96594,23.72985,Entire home/apt,90,2,49,2024-07-03,0.73,2,365,7,00001396138
34968945,Greek hospitality in Athens,211832297,Ioannis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99649,23.72961,Entire home/apt,800,2,11,2020-01-29,0.16,1,364,0,00000706616
34970987,Sunny studio at downtown’s most vital neighborhood,12976694,Evdoxia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98276138305664,23.73679542541504,Entire home/apt,50,2,124,2024-10-27,1.82,2,277,30,00001859278
34971548,Acropolis  Cute,226464708,Sophie,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96241,23.72308,Entire home/apt,,1,3,2019-07-15,0.04,2,0,0,00001771656
34972278,"Sunny attic near Acropolis, great view",245702882,Sunny Home,,ΣΤΑΔΙΟ,37.96585,23.735,Entire home/apt,32,1,375,2024-11-20,5.51,17,258,42,2899750
34988688,Blue beach 2,91702578,Χρήστος,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99616,23.7285,Private room,21,1,74,2024-07-31,1.09,12,90,3,00002834095
35017691,Pnyka Apartment 2,201007878,Παναγιώτης,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96669,23.7266,Entire home/apt,116,2,118,2024-11-12,1.98,13,302,11,00002755953
35018963,Lyto by Heloni Apartments,184971311,Konstantinos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.962,23.72171,Entire home/apt,120,1,29,2023-10-12,0.45,19,334,0,00002226166
35021118,(0A) 1 Bedroom Ground Floor PRIVATE Apt. in Psiri!,22846943,Andreas,,ΚΕΡΑΜΕΙΚΟΣ,37.980228,23.723442,Entire home/apt,72,1,5,2021-11-15,0.12,8,357,0,00000785600
35028089,Classy central apartment close to Acropolis,263677851,Chen,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96579,23.72599,Entire home/apt,89,3,145,2024-12-09,2.16,1,272,45,00000697541
35029230,Urban Cozy Studios 2 @ Metro Neos Kosmos,90390850,Evan&Anetta,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95695,23.72529,Entire home/apt,,2,232,2024-11-30,3.44,87,57,21,00002006117
35029568,Urban Cozy Studios 1 @ Metro Neos Kosmos,90390850,Evan&Anetta,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95752,23.72568,Entire home/apt,41,2,286,2024-12-09,4.26,87,60,58,00002005960
35030004,Urban Cozy Studios @ Metro Neos Kosmos,90390850,Evan&Anetta,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95752,23.72568,Entire home/apt,55,1,245,2024-12-10,3.63,87,60,48,00002005519
35032943,Cozy studio 5mins walk from Acropolis museum,31290848,Nasos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.968304,23.725637,Entire home/apt,76,2,175,2024-06-23,2.58,70,361,3,00000677321
35043899,Zoe's Studio Superior,133000,Ζωή,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96273,23.72804,Entire home/apt,54,1,1,2024-12-07,1,11,334,1,00000910687
35046591,Luxury Apartment Under the rock of Acropolis A1,36328464,George,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97835,23.72625,Entire home/apt,65,1,119,2024-10-25,1.75,9,351,8,00002420718
35046899,Luxury Apartment Under the Rock of Acropolis A2,36328464,George,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97611,23.72474,Entire home/apt,59,1,195,2024-12-01,2.87,9,358,12,00002420685
35048837,Sunny rooftop appartment luxury rennovated,10657046,Elena,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95658,23.73289,Entire home/apt,153,7,3,2019-07-21,0.04,1,87,0,00000699899
35064814,Home in the heart of city...2,236236539,Κωνσταντινος,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00149,23.73187,Entire home/apt,50,1,281,2024-09-24,4.13,2,85,13,00000145319
35076939,🏖  1BDR-Minutes from Acropolis with Aegean touch!,22227167,Alexandros,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98025,23.7239,Entire home/apt,49,1,189,2024-11-25,2.79,11,291,42,00000782336
